Symbol,Name,Article,Time,Body,Tokenize,Label
NBL,Noble Energy Inc.,2:Cramer’s game plan: Spotting the perfect combination for a positive tape next week,"Friday, 10 Feb 2017 |  6:26  PM ET"," Jim Cramer thinks the averages could continue to roar higher next week, but recommended keeping one eye on tweets from President Donald Trump, and the other on earnings. ""Remember, if rates are up and oil is up, then the tone of the tape will be positive,"" the ""Mad Money"" host said. That should free up investors to trade some of the names on Cramer's radar next week. He outlined the stocks he will be watching:  Monday: Teva Pharmaceuticals, Noble Energy Teva: This stock is right up there with Valeant on Cramer's list, and he is worried about the company's balance sheet after it doubled down and paid $40 billion for Allergan's generic business at peak. Noble: This company could tip investors off on how oil stocks are really doing now that OPEC appears to be pretty serious about supply cuts. Tuesday: T-Mobile, Diamondback Energy T-Mobile: Cramer is willing to bet that CEO John Legere will deliver a strong quarter. He thinks the company can keep its momentum going without having to merge with another company. ""Be aware that there have been occasions where T-Mobile has reported a blowout quarter and the stock has sold off,"" Cramer said. Diamondback: With the fastest growth of any of the Texas oil plays, Cramer said this stock will work as a trade. Wednesday: PepsiCo, Applied Materials, CBS PepsiCo: Unlike Coca-Cola, which reported a quarter that wasn't very exciting, Cramer expects PepsiCo to shine because of its snack business. With PepsiCo playing the stay-at-home thesis that is sweeping the country, Cramer expects good things. Applied Materials: Cramer thinks it will deliver better-than-expected results, given how well the chip business is doing and how well Lam Research has done. CBS: This stock is always a crowd pleaser. Cramer expects CEO Les Moonves to have positive things to say about ratings, programs and distribution. Sometimes the stock responds negatively to positive news, but then turns right back up. Cramer anticipates it won't be different. Thursday: MGM Resorts, Zoetis MGM Resorts: With good news coming out of China on gambling and a surge in new casino gambling in Vegas, MGM could report great numbers that could send the stock above the $28 to $30 range finally. Zoetis: The humanization of pets theme has also driven stocks like Idexx Laboratories higher. Thus, this animal and livestock drug company could post better than expected numbers. Friday: Campbell Soup, Deere, VF Corp Campbell: This stock is a real conundrum for Cramer. Its last quarter was disappointing, but the stock has been climbing since, as if someone has taken a large position in the stock in order to influence management. ""The Dorrance family owns a big chunk of it, but the stock just acts too well for me to believe it's being propelled by itself,"" Cramer said. Deere: It might not even matter what Deere says on Friday. The industrial agriculture cohort continues to trade up, and Cramer says Deere could paint a better worldwide picture for investors. VF Corp: This stock has been absolutely horrendous, but it seems like it is trying to bottom. Cramer didn't have a case to own it other than management possibility announcing an acquisition or break-up. Questions for Cramer?Call Cramer: 1-800-743-CNBC Want to take a deep dive into Cramer's world? Hit him up! Mad Money Twitter -  Jim Cramer Twitter - Facebook - Instagram - Vine Questions, comments, suggestions for the ""Mad Money"" website? madcap@cnbc.com","[oil, tone, tape, positive, Mad, Money, host, said, That, investor, trade, name, Cramer, radar, He, outlined, watching, Monday, Teva, Pharmaceuticals, Noble, Energy, Teva, This, right, Valeant, Cramer, list, worried, company, balance, sheet, doubled, paid, Allergan, generic, business, Noble, This, company, tone, tape, positive, Mad, Money, host, said, That, investor, trade, name, Cramer, radar, He, outlined, watching, Monday, Teva, Pharmaceuticals, Noble, Energy, Teva, This, right, Valeant, Cramer, list, worried, company, balance, sheet, doubled, paid, Allergan, generic, business, Noble, This, company, tip, Monday, Teva, Pharmaceuticals, Noble, Energy, Teva, This, right, Valeant, Cramer, list, worried, company, balance, sheet, doubled, paid, Allergan, generic, business, ...]",1.0
DWAC,DWAC,,,,,
WRN,Western Copper and Gold Corporation,,,,,
PSA^A,PSA^A,,,,,
STRT,Strattec Security Corporation,,,,,
OMF,"OneMain Holdings, Inc.","2:At beginning of 'long bear market in bonds,' which should help banks, investor Bill Miller says","Wednesday, 18 Jan 2017 |  5:47  PM ET","The bull market in bonds is over and that should benefit financials, legendary investor Bill Miller told CNBC on Wednesday.    ""We're at the beginning of a long bear market in bonds that will last for who knows how long,"" he said in an interview with ""Closing Bell.""    While bank stocks have enjoyed a run up since President-elect Donald Trump won the election, Miller, who is chairman and chief investment officer at LMM, believes history shows there is probably more room to run.     That's because back in the 1950s, when there was a long bear market in bonds, the banks did really well and traded at market multiples, he explained.   Therefore, he thinks big banks are going to have a ""very nice several year run,"" especially if the yield curve shifts up.     One favorite name of his is OneMain, which he called the ""perfect Trump stock.""    ""If we're going to bring all these jobs back and get all the people to work, that's going to work and it's a very cheap stock,"" Miller said.    Disclaimer ","[probably, room, run, That, market, really, traded, market, multiple, explained, Therefore, think, big, going, nice, run, especially, yield, curve, shift, One, favorite, name, OneMain, called, perfect, Trump, If, going, bring, job, get, people, work, going, work, cheap, Miller, said, Disclaimer, That, market, really, traded, market, multiple, explained, Therefore, think, big, going, nice, run, especially, yield, curve, shift, One, favorite, name, OneMain, called, perfect, Trump, If, going, bring, job, get, people, work, going, work, cheap, Miller, said, Disclaimer]",1.0
DLNG,Dynagas LNG Partners LP,,,,,
KMPR,Kemper Corporation,,,,,
CASS,"Cass Information Systems, Inc",1:None,None,[],,
MED,MEDIFAST INC,,,,,
WRE,Washington Real Estate Investment Trust,,,,,
MTD,"Mettler-Toledo International, Inc.",1:None,None,[],,
FFIN,"First Financial Bankshares, Inc.",1:None,None,[],,
MHE,BlackRock Massachusetts Tax-Exempt Trust,,,,,
SEV,"Sevcon, Inc.",,,,,
KN,Knowles Corporation,,,,,
KST,Scudder Strategic Income Trust,,,,,
GME,Gamestop Corporation,3:GameStop shares tumble 9 percent on slumping holiday sales,"Friday, 13 Jan 2017 | 11:33  AM ET","  GameStop shares tumbled 9 percent on Friday, after the video game and electronics retailer said sales in its established stores plunged 18.7 percent in November and December.    Plagued by heavy promotions, soft store traffic, and double-digit sales declines in hardware and video games, the chain's overall sales fell 16.4 percent to $2.5 billion.     Though trends improved in December, it was not enough to offset a 26.6 percent comparable-sales slide in November. That month's results were ""significantly impacted"" by weak sales of ""Call of Duty: Infinite Warfare"" and ""Titanfall 2,"" as well as ""aggressive console promotions"" on Thanksgiving and Black Friday.   Shares were trading at $22.51 in late morning.   ""We are disappointed with our overall results, but looking broadly, we did see continued growth in our non-physical gaming businesses,"" CEO Paul Raines said in a statement. ""We expect this category to approach 40 percent of our earnings in fiscal 2016.""    Indeed, as video game sales turn more digital, GameStop has been closing underperforming stores and diversifying its business model. That includes placing a bigger emphasis on collectible items and technology like Apple's iPhone. Both of those segments posted double-digit gains in the holiday period.     ""Long term, GameStop's diversification strategy is critically important,"" Robert W. Baird analyst Colin Sebastian told investors.    Following its weak holiday performance, GameStop lowered its fourth-quarter and full-year comparable sales projections. The company now expects same-store sales to decline between 16 percent and 18 percent in the fourth quarter, compared with its prior prediction of a 7 percent to 12 percent drop.     For the year, GameStop expects same-store sales to decline between 10 percent and 12 percent. That compares with the previous projection for a 6.5 percent to 9.5 percent decrease. However, the company reiterated its expectations for fourth-quarter and full-year 2016 earnings per share, due to a favorable tax rate. GameStop expects to earn between $2.23 and $2.38 a share in the fourth quarter, and $3.65 to $3.80 a share for the fiscal year.",[],0.0
DGICA,"Donegal Group, Inc.",,,,,
ENTG,"Entegris, Inc.",,,,,
SSKN,"Strata Skin Sciences, Inc.",,,,,
LQ,La Quinta Holdings Inc.,,,,,
EEMA,iShares MSCI Emerging Markets Asia Index Fund,,,,,
JCP,"J.C. Penney Company, Inc. Holding Company","12:Early movers: JCP, FL, HLT, GS, WEN, HPE, JWN, GPS, PSO, GOOGL & more","Friday, 24 Feb 2017 |  7:48  AM ET","Check out which companies are making headlines before the bell on Friday: J.C. Penney — The retailer reported adjusted quarterly profit of 64 cents per share, three cents a share above estimates. Revenue missed forecasts, however, and a comparable-store sales drop of 0.7 percent was wider than the consensus Thomson Reuters estimate of a 0.1 percent decline. Penney also announced plans to close up to 140 stores over the next few months, as well as two distribution centers. Foot Locker — The athletic footwear and apparel retailer earned an adjusted $1.37 per share for its latest quarter, five cents a share above estimates. Revenue matched forecasts. Same-store sales were up 5.0 percent, better than the consensus 4.6 percent increase estimate from Thomson Reuters. Foot Locker did say the retail environment for 2017 will be ""challenging."" Hilton Worldwide — The hotel operator announced a $1 billion stock repurchase program, and also said it was changing its corporate name to Hilton Inc. effective March 6. It will continue to trade on the New York Stock Exchange under the ""HLT"" ticker symbol. CoreCivic, Geo Group — Private prison stocks are getting a boost after the Trump administration rescinded an Obama administration order that had moved to phase out private prisons. Goldman Sachs — Goldman was downgraded to ""sell"" from ""hold"" at Berenberg, citing valuation. Berenberg said that all of Goldman's good news is already priced into the stock. Wendy's — Wendy's was upgraded to ""overweight"" from ""neutral"" at J.P. Morgan Securities, following a meeting with company management. J.P. Morgan said management appears to have complete command over its tactical strategy to achieve long-term goals. Hewlett-Packard Enterprise — The corporate hardware and software maker reported adjusted quarterly profit of 45 cents per share, one cent a share above estimates. Rvenue fell short of forecasts, however, and the company also cut its full-year profit forecast due to a stronger dollar and execution issues, among other factors. Nordstrom — Nordstrom beat estimates by 22 cents a share, with quarterly profit of $1.37 per share. The retailer's revenue was essentially in line with expectations. Nordstrom did give a weaker-than-expected full-year earnings outlook and predicted flat comparable-store sales. Gap Inc. — Gap reported in-line earnings, with adjusted quarterly profit of 51 cents per share. Revenue was slightly above estimates. Gap also said its efforts to turn around will bear fruit this year, with comparable-store sales likely to be up for the first time in three years. The company did give full-year earnings guidance that fell somewhat short of Street forecasts, however. CBOE Holdings – The exchange operator will be joining the S&amp;P 500 next week, swapping places with Pitney Bowes, which will move to the S&amp;P MidCap 400. Pearson – Pearson announced plans to further cut expenses and sell more assets. The education services provider's shares are getting a boost, however, on indications that balance sheet deterioration of the past few years has bottomed out. Royal Bank of Scotland – RBS posted a ninth straight annual loss, on expenses relating to past charges of misconduct as well as restructuring. RBS has not posted an annual profit since 2007, although the bank does say that streak should end this year. Baidu – Baidu posted a revenue decline for a second straight quarter, but the China-based search engine company forecast a rebound this year as it expands its revenue base outside its core search business. Alphabet – The Google parent's Waymo self-driving car unit filed a suit against ride-sharing service Uber, accusing Uber of stealing its sensor technology. Uber responded by saying it took the allegations seriously and would review the matter carefully. Intuit – Intuit issued a better-than-expected revenue outlook for the current quarter, after reporting a slower than usual start to the tax season earlier this year. Intuit is the maker of the best-selling TurboTax software. Herbalife – Herbalife issued a weaker-than-expected current-quarter and full-year outlook, with currency-related headwinds among the key factors weighing on the nutritional products maker's results. Capital One – Capital One revealed that its anti-money laundering practices are being investigated by federal regulators. That news came in a Securities and Exchange Commission filing, although it had mentioned receiving subpoenas and requests for testimony in a filing in November.   Questions? Comments? Email us at marketinsider@cnbc.com","[Check, company, making, headline, Friday, J, C, Penney, The, retailer, reported, adjusted, profit, cent, share, cent, share, estimate, Revenue, missed, forecast, comparable, store, drop, percent, Check, company, making, headline, Friday, J, C, Penney, The, retailer, reported, adjusted, profit, cent, share, cent, share, estimate, Revenue, missed, forecast, comparable, store, drop, percent, wider, Check, company, making, headline, Friday, J, C, Penney, The, retailer, reported, adjusted, profit, cent, share, cent, share, estimate, Revenue, missed, forecast, comparable, store, drop, percent, wider, consensus, profit, cent, share, cent, share, estimate, Revenue, missed, forecast, comparable, store, drop, percent, wider, consensus, Thomson, Reuters, estimate, percent, decline, Penney, announced, ...]",1.0
